StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	240.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	240.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	240.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	240.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	240.00	0.00	0.00
S9	f	18.00	58.00	0.00	0.00	240.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	240.00	0.00	0.00
S11	f	13.00	31.00	0.00	0.00	240.00	0.00	0.00
S13	f	26.00	37.00	0.00	0.00	240.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	240.00	0.00	0.00
S18	f	73.00	23.00	0.00	0.00	240.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	240.00	0.00	0.00
C1         c          25.0       85.0       20.0       131.0      191.0      10.0              24.0
C3         c          22.0       85.0       10.0       98.0       158.0      10.0              12.0
C4         c          20.0       80.0       40.0       46.0       106.0      10.0              32.0
C5         c          20.0       85.0       20.0       124.0      184.0      10.0              24.0
C7         c          15.0       75.0       20.0       87.0       147.0      10.0              24.0
C8         c          15.0       80.0       10.0       80.0       140.0      10.0              8.0
C9         c          10.0       35.0       20.0       108.0      168.0      10.0              24.0
C10        c          10.0       40.0       30.0       74.0       134.0      10.0              24.0
C14        c          5.0        45.0       10.0       36.0       96.0       10.0              8.0
C15        c          2.0        40.0       20.0       88.0       148.0      10.0              24.0
C18        c          44.0       5.0        20.0       64.0       124.0      10.0              16.0
C20        c          42.0       15.0       10.0       104.0      164.0      10.0              8.0
C22        c          40.0       15.0       40.0       91.0       151.0      10.0              32.0
C24        c          38.0       15.0       10.0       93.0       153.0      10.0              8.0
C26        c          95.0       30.0       30.0       88.0       148.0      10.0              24.0
C30        c          88.0       30.0       10.0       114.0      174.0      10.0              8.0
C32        c          87.0       30.0       10.0       67.0       127.0      10.0              8.0
C33        c          85.0       25.0       10.0       84.0       144.0      10.0              12.0
C34        c          85.0       35.0       30.0       122.0      182.0      10.0              24.0
C38        c          62.0       80.0       30.0       75.0       135.0      10.0              24.0
C41        c          58.0       75.0       20.0       95.0       155.0      10.0              24.0
C43        c          55.0       85.0       20.0       92.0       152.0      10.0              24.0
C44        c          55.0       82.0       10.0       36.0       96.0       10.0              8.0
C46        c          18.0       80.0       10.0       114.0      174.0      10.0              8.0
C49        c          42.0       12.0       10.0       70.0       130.0      10.0              12.0
C53        c          20.0       50.0       5.0        20.0       80.0       10.0              6.0
C54        c          55.0       60.0       16.0       151.0      211.0      10.0              12.0
C59        c          10.0       20.0       19.0       50.0       110.0      10.0              22.0
C63        c          65.0       20.0       6.0        46.0       106.0      10.0              7.0
C64        c          45.0       30.0       17.0       50.0       110.0      10.0              13.0
C65        c          35.0       40.0       16.0       16.0       76.0       10.0              19.0
C67        c          64.0       42.0       9.0        144.0      204.0      10.0              10.0
C68        c          40.0       60.0       21.0       84.0       144.0      10.0              16.0
C69        c          31.0       52.0       27.0       10.0       70.0       10.0              32.0
C70        c          35.0       69.0       23.0       68.0       128.0      10.0              18.0
C71        c          65.0       55.0       14.0       35.0       95.0       10.0              16.0
C72        c          63.0       65.0       8.0        91.0       151.0      10.0              6.0
C73        c          2.0        60.0       5.0        80.0       140.0      10.0              6.0
C74        c          20.0       20.0       8.0        104.0      164.0      10.0              6.0
C75        c          5.0        5.0        16.0       65.0       125.0      10.0              19.0
C77        c          23.0       3.0        7.0        75.0       135.0      10.0              8.0
C78        c          8.0        56.0       27.0       62.0       122.0      10.0              21.0
C80        c          47.0       47.0       13.0       29.0       89.0       10.0              10.0
C81        c          49.0       58.0       10.0       142.0      202.0      10.0              12.0
C82        c          27.0       43.0       9.0        99.0       159.0      10.0              7.0
C89        c          67.0       5.0        25.0       114.0      174.0      10.0              30.0
C93        c          61.0       52.0       3.0        29.0       89.0       10.0              3.0
C94        c          57.0       48.0       23.0       152.0      212.0      10.0              18.0
C97        c          4.0        18.0       35.0       119.0      179.0      10.0              42.0
C98        c          26.0       52.0       9.0        128.0      188.0      10.0              7.0
Q Vehicle fuel tank capacity /79.69/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.38/
v average Velocity /1.0/
