StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	3390.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	3390.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	3390.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	3390.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	3390.00	0.00	0.00
S11	f	13.00	31.00	0.00	0.00	3390.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	3390.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	3390.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	3390.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	3390.00	0.00	0.00
C3         c          62.0       69.0       10.0       0.0        3270.0     90.0              12.0
C4         c          60.0       66.0       10.0       0.0        3274.0     90.0              8.0
C5         c          42.0       65.0       10.0       0.0        3284.0     90.0              12.0
C6         c          16.0       42.0       20.0       2544.0     2704.0     90.0              16.0
C8         c          34.0       60.0       20.0       12.0       172.0      90.0              16.0
C11        c          35.0       69.0       10.0       0.0        3280.0     90.0              12.0
C14        c          22.0       85.0       10.0       601.0      761.0      90.0              8.0
C15        c          20.0       80.0       40.0       411.0      571.0      90.0              48.0
C16        c          20.0       85.0       40.0       693.0      853.0      90.0              32.0
C17        c          18.0       75.0       20.0       0.0        3266.0     90.0              24.0
C20        c          30.0       50.0       10.0       0.0        3290.0     90.0              8.0
C22        c          28.0       52.0       20.0       0.0        3287.0     90.0              16.0
C23        c          14.0       66.0       10.0       0.0        3269.0     90.0              12.0
C28        c          4.0        55.0       20.0       0.0        3263.0     90.0              16.0
C29        c          20.0       50.0       10.0       2642.0     2802.0     90.0              12.0
C32        c          10.0       40.0       30.0       2447.0     2607.0     90.0              24.0
C35        c          5.0        35.0       10.0       0.0        3261.0     90.0              12.0
C36        c          5.0        45.0       10.0       0.0        3264.0     90.0              8.0
C37        c          2.0        40.0       20.0       0.0        3260.0     90.0              24.0
C38        c          0.0        40.0       30.0       1977.0     2137.0     90.0              24.0
C47        c          30.0       35.0       10.0       0.0        3281.0     90.0              12.0
C50        c          26.0       32.0       10.0       0.0        3277.0     90.0              8.0
C53        c          44.0       5.0        20.0       0.0        3254.0     90.0              24.0
C54        c          42.0       10.0       40.0       0.0        3259.0     90.0              32.0
C55        c          42.0       15.0       10.0       0.0        3264.0     90.0              12.0
C56        c          40.0       5.0        30.0       0.0        3255.0     90.0              24.0
C57        c          38.0       15.0       40.0       0.0        3264.0     90.0              48.0
C59        c          38.0       10.0       10.0       0.0        3259.0     90.0              12.0
C60        c          35.0       5.0        20.0       0.0        3254.0     90.0              16.0
C62        c          50.0       35.0       20.0       0.0        3281.0     90.0              16.0
C63        c          50.0       40.0       50.0       0.0        3285.0     90.0              60.0
C64        c          48.0       30.0       10.0       0.0        3278.0     90.0              8.0
C66        c          47.0       35.0       10.0       0.0        3283.0     90.0              8.0
C69        c          45.0       35.0       10.0       0.0        3284.0     90.0              12.0
C70        c          95.0       30.0       30.0       0.0        3241.0     90.0              24.0
C71        c          95.0       35.0       20.0       0.0        3242.0     90.0              24.0
C73        c          92.0       30.0       10.0       0.0        3244.0     90.0              12.0
C74        c          53.0       35.0       50.0       0.0        3280.0     90.0              40.0
C82        c          75.0       55.0       20.0       508.0      668.0      90.0              16.0
C83        c          72.0       55.0       10.0       415.0      575.0      90.0              12.0
C84        c          70.0       58.0       20.0       0.0        3268.0     90.0              16.0
C87        c          64.0       46.0       20.0       0.0        3275.0     90.0              24.0
C88        c          65.0       60.0       30.0       0.0        3273.0     90.0              24.0
C89        c          56.0       64.0       10.0       0.0        3278.0     90.0              12.0
C91        c          60.0       60.0       10.0       0.0        3277.0     90.0              12.0
C93        c          42.0       58.0       40.0       0.0        3291.0     90.0              48.0
C94        c          65.0       82.0       10.0       0.0        3259.0     90.0              8.0
C96        c          62.0       40.0       10.0       1808.0     1968.0     90.0              8.0
C98        c          58.0       75.0       20.0       0.0        3269.0     90.0              16.0
C99        c          55.0       80.0       10.0       0.0        3266.0     90.0              12.0
Q Vehicle fuel tank capacity /118.12/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.29/
v average Velocity /1.0/
