StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	960.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	960.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	960.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	960.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	960.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	960.00	0.00	0.00
S9	f	18.00	58.00	0.00	0.00	960.00	0.00	0.00
S12	f	-5.00	38.00	0.00	0.00	960.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	960.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	960.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	960.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	960.00	0.00	0.00
C1         c          25.0       85.0       20.0       300.0      420.0      10.0              24.0
C8         c          15.0       80.0       10.0       440.0      560.0      10.0              8.0
C10        c          10.0       40.0       30.0       0.0        918.0      10.0              24.0
C12        c          8.0        45.0       20.0       797.0      917.0      10.0              16.0
C13        c          5.0        35.0       10.0       0.0        911.0      10.0              12.0
C14        c          5.0        45.0       10.0       198.0      318.0      10.0              8.0
C18        c          44.0       5.0        20.0       0.0        904.0      10.0              16.0
C21        c          40.0       5.0        10.0       0.0        905.0      10.0              12.0
C23        c          38.0       5.0        30.0       269.0      389.0      10.0              36.0
C24        c          38.0       15.0       10.0       0.0        914.0      10.0              8.0
C25        c          35.0       5.0        20.0       0.0        904.0      10.0              24.0
C26        c          95.0       30.0       30.0       771.0      891.0      10.0              24.0
C32        c          87.0       30.0       10.0       129.0      249.0      10.0              8.0
C33        c          85.0       25.0       10.0       766.0      886.0      10.0              12.0
C35        c          67.0       85.0       20.0       647.0      767.0      10.0              24.0
C37        c          65.0       82.0       10.0       252.0      372.0      10.0              12.0
C38        c          62.0       80.0       30.0       105.0      225.0      10.0              24.0
C39        c          60.0       80.0       10.0       751.0      871.0      10.0              12.0
C41        c          58.0       75.0       20.0       257.0      377.0      10.0              24.0
C42        c          55.0       80.0       10.0       520.0      640.0      10.0              8.0
C43        c          55.0       85.0       20.0       102.0      222.0      10.0              24.0
C47        c          2.0        45.0       10.0       0.0        911.0      10.0              12.0
C49        c          42.0       12.0       10.0       208.0      328.0      10.0              12.0
C51        c          55.0       20.0       19.0       482.0      602.0      10.0              22.0
C53        c          20.0       50.0       5.0        0.0        930.0      10.0              6.0
C56        c          50.0       35.0       19.0       184.0      304.0      10.0              15.0
C57        c          30.0       25.0       23.0       226.0      346.0      10.0              27.0
C59        c          10.0       20.0       19.0       655.0      775.0      10.0              22.0
C62        c          65.0       35.0       3.0        0.0        920.0      10.0              2.0
C63        c          65.0       20.0       6.0        316.0      436.0      10.0              7.0
C64        c          45.0       30.0       17.0       628.0      748.0      10.0              13.0
C66        c          41.0       37.0       16.0       584.0      704.0      10.0              12.0
C68        c          40.0       60.0       21.0       744.0      864.0      10.0              16.0
C70        c          35.0       69.0       23.0       398.0      518.0      10.0              18.0
C72        c          63.0       65.0       8.0        331.0      451.0      10.0              6.0
C75        c          5.0        5.0        16.0       0.0        892.0      10.0              19.0
C77        c          23.0       3.0        7.0        50.0       170.0      10.0              8.0
C79        c          6.0        68.0       30.0       39.0       159.0      10.0              36.0
C80        c          47.0       47.0       13.0       349.0      469.0      10.0              10.0
C81        c          49.0       58.0       10.0       0.0        937.0      10.0              12.0
C82        c          27.0       43.0       9.0        509.0      629.0      10.0              7.0
C83        c          37.0       31.0       14.0       433.0      553.0      10.0              16.0
C85        c          63.0       23.0       2.0        98.0       218.0      10.0              2.0
C86        c          21.0       24.0       28.0       373.0      493.0      10.0              22.0
C89        c          67.0       5.0        25.0       777.0      897.0      10.0              30.0
C90        c          37.0       47.0       6.0        80.0       200.0      10.0              4.0
C93        c          61.0       52.0       3.0        0.0        928.0      10.0              3.0
C95        c          56.0       37.0       6.0        529.0      649.0      10.0              7.0
C99        c          26.0       35.0       15.0       21.0       141.0      10.0              18.0
C100       c          31.0       67.0       3.0        0.0        930.0      10.0              2.0
Q Vehicle fuel tank capacity /273.13/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.11/
v average Velocity /1.0/
