StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	960.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	960.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	960.00	0.00	0.00
S5	f	32.00	80.00	0.00	0.00	960.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	960.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	960.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	960.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	960.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	960.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	960.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	960.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	960.00	0.00	0.00
C1         c          25.0       85.0       20.0       254.0      466.0      10.0              24.0
C4         c          20.0       80.0       40.0       681.0      863.0      10.0              32.0
C6         c          18.0       75.0       20.0       77.0       559.0      10.0              16.0
C7         c          15.0       75.0       20.0       95.0       283.0      10.0              24.0
C9         c          10.0       35.0       20.0       475.0      916.0      10.0              24.0
C10        c          10.0       40.0       30.0       317.0      615.0      10.0              24.0
C12        c          8.0        45.0       20.0       711.0      917.0      10.0              16.0
C14        c          5.0        45.0       10.0       61.0       455.0      10.0              8.0
C16        c          0.0        40.0       20.0       42.0       464.0      10.0              16.0
C19        c          42.0       10.0       40.0       41.0       432.0      10.0              48.0
C21        c          40.0       5.0        10.0       355.0      809.0      10.0              12.0
C23        c          38.0       5.0        30.0       46.0       634.0      10.0              36.0
C25        c          35.0       5.0        20.0       46.0       370.0      10.0              24.0
C26        c          95.0       30.0       30.0       543.0      891.0      10.0              24.0
C29        c          90.0       35.0       10.0       401.0      721.0      10.0              12.0
C30        c          88.0       30.0       10.0       324.0      628.0      10.0              8.0
C31        c          88.0       35.0       20.0       151.0      899.0      10.0              24.0
C32        c          87.0       30.0       10.0       52.0       403.0      10.0              8.0
C33        c          85.0       25.0       10.0       389.0      898.0      10.0              12.0
C34        c          85.0       35.0       30.0       48.0       435.0      10.0              24.0
C36        c          65.0       85.0       40.0       392.0      762.0      10.0              32.0
C39        c          60.0       80.0       10.0       415.0      913.0      10.0              12.0
C40        c          60.0       85.0       30.0       443.0      701.0      10.0              24.0
C43        c          55.0       85.0       20.0       39.0       620.0      10.0              24.0
C47        c          2.0        45.0       10.0       95.0       543.0      10.0              12.0
C49        c          42.0       12.0       10.0       87.0       449.0      10.0              12.0
C50        c          72.0       35.0       30.0       673.0      914.0      10.0              24.0
C52        c          25.0       30.0       3.0        360.0      866.0      10.0              2.0
C54        c          55.0       60.0       16.0       439.0      795.0      10.0              12.0
C55        c          30.0       60.0       16.0       379.0      935.0      10.0              19.0
C59        c          10.0       20.0       19.0       536.0      894.0      10.0              22.0
C60        c          15.0       60.0       17.0       27.0       429.0      10.0              13.0
C61        c          45.0       65.0       9.0        175.0      934.0      10.0              10.0
C64        c          45.0       30.0       17.0       547.0      829.0      10.0              13.0
C67        c          64.0       42.0       9.0        26.0       415.0      10.0              10.0
C71        c          65.0       55.0       14.0       707.0      924.0      10.0              16.0
C74        c          20.0       20.0       8.0        661.0      913.0      10.0              6.0
C76        c          60.0       12.0       31.0       43.0       429.0      10.0              24.0
C77        c          23.0       3.0        7.0        50.0       471.0      10.0              8.0
C79        c          6.0        68.0       30.0       39.0       402.0      10.0              36.0
C80        c          47.0       47.0       13.0       150.0      668.0      10.0              10.0
C81        c          49.0       58.0       10.0       627.0      937.0      10.0              12.0
C82        c          27.0       43.0       9.0        423.0      715.0      10.0              7.0
C84        c          57.0       29.0       18.0       512.0      922.0      10.0              14.0
C87        c          12.0       24.0       13.0       427.0      455.0      10.0              15.0
C88        c          24.0       58.0       19.0       395.0      847.0      10.0              15.0
C91        c          49.0       42.0       13.0       254.0      744.0      10.0              15.0
C93        c          61.0       52.0       3.0        285.0      469.0      10.0              3.0
C94        c          57.0       48.0       23.0       624.0      932.0      10.0              18.0
C98        c          26.0       52.0       9.0        110.0      446.0      10.0              7.0
Q Vehicle fuel tank capacity /212.23/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.14/
v average Velocity /1.0/
