StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	240.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	240.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	240.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	240.00	0.00	0.00
S7	f	23.00	80.00	0.00	0.00	240.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	240.00	0.00	0.00
S9	f	18.00	58.00	0.00	0.00	240.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	240.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	240.00	0.00	0.00
S18	f	73.00	23.00	0.00	0.00	240.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	240.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	240.00	0.00	0.00
C2         c          22.0       75.0       30.0       0.0        199.0      10.0              24.0
C3         c          22.0       85.0       10.0       0.0        190.0      10.0              12.0
C6         c          18.0       75.0       20.0       0.0        196.0      10.0              16.0
C7         c          15.0       75.0       20.0       102.0      132.0      10.0              24.0
C9         c          10.0       35.0       20.0       0.0        196.0      10.0              24.0
C12        c          8.0        45.0       20.0       111.0      141.0      10.0              16.0
C13        c          5.0        35.0       10.0       0.0        191.0      10.0              12.0
C14        c          5.0        45.0       10.0       0.0        194.0      10.0              8.0
C18        c          44.0       5.0        20.0       0.0        184.0      10.0              16.0
C19        c          42.0       10.0       40.0       0.0        189.0      10.0              48.0
C21        c          40.0       5.0        10.0       0.0        185.0      10.0              12.0
C24        c          38.0       15.0       10.0       0.0        194.0      10.0              8.0
C25        c          35.0       5.0        20.0       0.0        184.0      10.0              24.0
C26        c          95.0       30.0       30.0       0.0        171.0      10.0              24.0
C27        c          95.0       35.0       20.0       0.0        172.0      10.0              24.0
C29        c          90.0       35.0       10.0       128.0      158.0      10.0              12.0
C30        c          88.0       30.0       10.0       0.0        178.0      10.0              8.0
C31        c          88.0       35.0       20.0       0.0        179.0      10.0              24.0
C33        c          85.0       25.0       10.0       0.0        178.0      10.0              12.0
C36        c          65.0       85.0       40.0       57.0       87.0       10.0              32.0
C37        c          65.0       82.0       10.0       0.0        189.0      10.0              12.0
C38        c          62.0       80.0       30.0       90.0       120.0      10.0              24.0
C39        c          60.0       80.0       10.0       100.0      130.0      10.0              12.0
C40        c          60.0       85.0       30.0       0.0        189.0      10.0              24.0
C45        c          20.0       82.0       10.0       0.0        192.0      10.0              12.0
C46        c          18.0       80.0       10.0       0.0        192.0      10.0              8.0
C47        c          2.0        45.0       10.0       0.0        191.0      10.0              12.0
C48        c          42.0       5.0        10.0       0.0        184.0      10.0              8.0
C49        c          42.0       12.0       10.0       0.0        191.0      10.0              12.0
C50        c          72.0       35.0       30.0       0.0        194.0      10.0              24.0
C51        c          55.0       20.0       19.0       0.0        196.0      10.0              22.0
C55        c          30.0       60.0       16.0       0.0        215.0      10.0              19.0
C59        c          10.0       20.0       19.0       0.0        187.0      10.0              22.0
C62        c          65.0       35.0       3.0        0.0        200.0      10.0              2.0
C64        c          45.0       30.0       17.0       65.0       95.0       10.0              13.0
C65        c          35.0       40.0       16.0       31.0       61.0       10.0              19.0
C70        c          35.0       69.0       23.0       0.0        210.0      10.0              18.0
C73        c          2.0        60.0       5.0        95.0       125.0      10.0              6.0
C74        c          20.0       20.0       8.0        0.0        193.0      10.0              6.0
C76        c          60.0       12.0       31.0       0.0        187.0      10.0              24.0
C79        c          6.0        68.0       30.0       53.0       83.0       10.0              36.0
C80        c          47.0       47.0       13.0       0.0        222.0      10.0              10.0
C81        c          49.0       58.0       10.0       0.0        217.0      10.0              12.0
C82        c          27.0       43.0       9.0        0.0        215.0      10.0              7.0
C84        c          57.0       29.0       18.0       0.0        202.0      10.0              14.0
C85        c          63.0       23.0       2.0        0.0        194.0      10.0              2.0
C89        c          67.0       5.0        25.0       129.0      159.0      10.0              30.0
C94        c          57.0       48.0       23.0       0.0        212.0      10.0              18.0
C97        c          4.0        18.0       35.0       0.0        181.0      10.0              42.0
C98        c          26.0       52.0       9.0        0.0        215.0      10.0              7.0
Q Vehicle fuel tank capacity /79.69/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.38/
v average Velocity /1.0/
