StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	1000.00	0.00	0.00
S3	f	47.00	57.00	0.00	0.00	1000.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	1000.00	0.00	0.00
S7	f	22.00	58.00	0.00	0.00	1000.00	0.00	0.00
S9	f	18.00	41.00	0.00	0.00	1000.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	1000.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	1000.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	1000.00	0.00	0.00
S16	f	41.00	5.00	0.00	0.00	1000.00	0.00	0.00
S18	f	61.00	14.00	0.00	0.00	1000.00	0.00	0.00
S20	f	74.00	30.00	0.00	0.00	1000.00	0.00	0.00
C2         c          35.0       17.0       7.0        18.0       166.0      10.0              5.0
C3         c          55.0       45.0       13.0       737.0      945.0      10.0              15.0
C5         c          15.0       30.0       26.0       21.0       182.0      10.0              31.0
C6         c          25.0       30.0       3.0        556.0      708.0      10.0              2.0
C7         c          20.0       50.0       5.0        32.0       110.0      10.0              6.0
C10        c          30.0       60.0       16.0       585.0      691.0      10.0              12.0
C11        c          20.0       65.0       12.0       0.0        956.0      10.0              14.0
C13        c          30.0       25.0       23.0       12.0       133.0      10.0              27.0
C15        c          30.0       5.0        8.0        861.0      959.0      10.0              9.0
C18        c          20.0       40.0       12.0       403.0      513.0      10.0              9.0
C19        c          15.0       60.0       17.0       0.0        957.0      10.0              20.0
C21        c          45.0       20.0       11.0       67.0       213.0      10.0              13.0
C23        c          55.0       5.0        29.0       94.0       274.0      10.0              34.0
C25        c          65.0       20.0       6.0        69.0       183.0      10.0              7.0
C27        c          35.0       40.0       16.0       299.0      477.0      10.0              19.0
C29        c          64.0       42.0       9.0        847.0      960.0      10.0              10.0
C30        c          40.0       60.0       21.0       520.0      628.0      10.0              16.0
C31        c          31.0       52.0       27.0       591.0      809.0      10.0              32.0
C32        c          35.0       69.0       23.0       0.0        956.0      10.0              18.0
C35        c          63.0       65.0       8.0        0.0        948.0      10.0              9.0
C36        c          2.0        60.0       5.0        823.0      948.0      10.0              4.0
C39        c          60.0       12.0       31.0       284.0      440.0      10.0              37.0
C41        c          42.0       7.0        5.0        782.0      912.0      10.0              6.0
C43        c          23.0       3.0        7.0        381.0      559.0      10.0              8.0
C44        c          11.0       14.0       18.0       578.0      714.0      10.0              14.0
C45        c          6.0        38.0       16.0       779.0      960.0      10.0              19.0
C50        c          47.0       47.0       13.0       507.0      599.0      10.0              10.0
C51        c          49.0       58.0       10.0       776.0      906.0      10.0              12.0
C56        c          53.0       12.0       6.0        0.0        960.0      10.0              4.0
C63        c          27.0       69.0       10.0       779.0      943.0      10.0              12.0
C64        c          15.0       77.0       9.0        719.0      821.0      10.0              7.0
C65        c          62.0       77.0       20.0       113.0      215.0      10.0              24.0
C70        c          37.0       56.0       5.0        0.0        968.0      10.0              4.0
C73        c          44.0       17.0       9.0        878.0      960.0      10.0              10.0
C74        c          46.0       13.0       8.0        0.0        965.0      10.0              6.0
C75        c          49.0       11.0       18.0       0.0        962.0      10.0              21.0
C76        c          49.0       42.0       13.0       222.0      350.0      10.0              10.0
C78        c          61.0       52.0       3.0        230.0      408.0      10.0              2.0
C81        c          55.0       54.0       26.0       28.0       138.0      10.0              31.0
C82        c          15.0       47.0       16.0       697.0      803.0      10.0              12.0
C84        c          11.0       31.0       7.0        0.0        965.0      10.0              5.0
C85        c          16.0       22.0       41.0       552.0      744.0      10.0              49.0
C88        c          26.0       52.0       9.0        318.0      464.0      10.0              7.0
C90        c          31.0       67.0       3.0        532.0      636.0      10.0              2.0
C91        c          15.0       19.0       1.0        463.0      617.0      10.0              1.0
C93        c          18.0       24.0       22.0       0.0        969.0      10.0              26.0
C94        c          26.0       27.0       27.0       534.0      642.0      10.0              21.0
C95        c          25.0       24.0       20.0       15.0       179.0      10.0              24.0
C96        c          22.0       27.0       11.0       874.0      948.0      10.0              8.0
C98        c          19.0       21.0       10.0       0.0        968.0      10.0              8.0
Q Vehicle fuel tank capacity /238.34/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.13/
v average Velocity /1.0/
