StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	230.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	230.00	0.00	0.00
S7	f	22.00	58.00	0.00	0.00	230.00	0.00	0.00
S10	f	5.00	39.00	0.00	0.00	230.00	0.00	0.00
S12	f	0.00	26.00	0.00	0.00	230.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	230.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	230.00	0.00	0.00
S16	f	41.00	5.00	0.00	0.00	230.00	0.00	0.00
S17	f	50.00	9.00	0.00	0.00	230.00	0.00	0.00
S19	f	62.00	21.00	0.00	0.00	230.00	0.00	0.00
S20	f	74.00	30.00	0.00	0.00	230.00	0.00	0.00
C7         c          20.0       50.0       5.0        78.0       108.0      10.0              6.0
C8         c          10.0       43.0       9.0        0.0        193.0      10.0              7.0
C9         c          55.0       60.0       16.0       0.0        187.0      10.0              19.0
C11        c          20.0       65.0       12.0       0.0        186.0      10.0              14.0
C12        c          50.0       35.0       19.0       167.0      197.0      10.0              15.0
C13        c          30.0       25.0       23.0       0.0        208.0      10.0              27.0
C14        c          15.0       10.0       20.0       0.0        187.0      10.0              16.0
C15        c          30.0       5.0        8.0        0.0        189.0      10.0              9.0
C16        c          10.0       20.0       19.0       61.0       91.0       10.0              15.0
C17        c          5.0        30.0       2.0        0.0        189.0      10.0              2.0
C18        c          20.0       40.0       12.0       0.0        204.0      10.0              9.0
C20        c          45.0       65.0       9.0        32.0       62.0       10.0              7.0
C23        c          55.0       5.0        29.0       0.0        183.0      10.0              34.0
C24        c          65.0       35.0       3.0        0.0        190.0      10.0              2.0
C28        c          41.0       37.0       16.0       0.0        213.0      10.0              12.0
C29        c          64.0       42.0       9.0        107.0      137.0      10.0              10.0
C33        c          53.0       52.0       11.0       0.0        195.0      10.0              13.0
C36        c          2.0        60.0       5.0        147.0      177.0      10.0              4.0
C37        c          20.0       20.0       8.0        0.0        198.0      10.0              9.0
C40        c          40.0       25.0       9.0        0.0        208.0      10.0              7.0
C41        c          42.0       7.0        5.0        161.0      191.0      10.0              6.0
C43        c          23.0       3.0        7.0        0.0        185.0      10.0              8.0
C46        c          2.0        48.0       1.0        0.0        184.0      10.0              0.0
C48        c          13.0       52.0       36.0       0.0        192.0      10.0              28.0
C49        c          6.0        68.0       30.0       0.0        176.0      10.0              36.0
C52        c          27.0       43.0       9.0        101.0      131.0      10.0              7.0
C53        c          37.0       31.0       14.0       0.0        215.0      10.0              16.0
C55        c          63.0       23.0       2.0        0.0        189.0      10.0              2.0
C56        c          53.0       12.0       6.0        48.0       78.0       10.0              4.0
C61        c          12.0       24.0       13.0       26.0       56.0       10.0              15.0
C62        c          24.0       58.0       19.0       0.0        194.0      10.0              15.0
C63        c          27.0       69.0       10.0       0.0        185.0      10.0              12.0
C65        c          62.0       77.0       20.0       68.0       98.0       10.0              24.0
C67        c          67.0       5.0        25.0       0.0        176.0      10.0              30.0
C72        c          47.0       16.0       25.0       0.0        197.0      10.0              20.0
C73        c          44.0       17.0       9.0        126.0      156.0      10.0              10.0
C74        c          46.0       13.0       8.0        0.0        195.0      10.0              6.0
C75        c          49.0       11.0       18.0       0.0        192.0      10.0              21.0
C76        c          49.0       42.0       13.0       0.0        204.0      10.0              10.0
C79        c          57.0       48.0       23.0       80.0       110.0      10.0              27.0
C80        c          56.0       37.0       6.0        0.0        198.0      10.0              4.0
C82        c          15.0       47.0       16.0       0.0        196.0      10.0              12.0
C83        c          14.0       37.0       11.0       0.0        198.0      10.0              13.0
C86        c          4.0        18.0       35.0       0.0        184.0      10.0              28.0
C88        c          26.0       52.0       9.0        156.0      186.0      10.0              7.0
C90        c          31.0       67.0       3.0        59.0       89.0       10.0              2.0
C94        c          26.0       27.0       27.0       0.0        207.0      10.0              21.0
C95        c          25.0       24.0       20.0       0.0        205.0      10.0              24.0
C99        c          20.0       26.0       9.0        0.0        202.0      10.0              10.0
C100       c          18.0       18.0       17.0       0.0        195.0      10.0              13.0
Q Vehicle fuel tank capacity /64.06/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.47/
v average Velocity /1.0/
