StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	1236.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	1236.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	1236.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	1236.00	0.00	0.00
S9	f	18.00	58.00	0.00	0.00	1236.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	1236.00	0.00	0.00
S12	f	-5.00	38.00	0.00	0.00	1236.00	0.00	0.00
S13	f	26.00	37.00	0.00	0.00	1236.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	1236.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	1236.00	0.00	0.00
S18	f	73.00	23.00	0.00	0.00	1236.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	1236.00	0.00	0.00
C7         c          40.0       66.0       20.0       715.0      895.0      90.0              24.0
C8         c          38.0       68.0       20.0       947.0      1127.0     90.0              16.0
C10        c          35.0       66.0       10.0       722.0      902.0      90.0              8.0
C11        c          35.0       69.0       10.0       815.0      995.0      90.0              12.0
C13        c          22.0       75.0       30.0       935.0      1115.0     90.0              36.0
C14        c          22.0       85.0       10.0       205.0      385.0      90.0              8.0
C16        c          20.0       85.0       40.0       297.0      477.0      90.0              32.0
C17        c          18.0       75.0       20.0       582.0      762.0      90.0              24.0
C19        c          15.0       80.0       10.0       394.0      574.0      90.0              12.0
C21        c          30.0       52.0       20.0       11.0       191.0      90.0              24.0
C27        c          23.0       52.0       10.0       197.0      377.0      90.0              12.0
C31        c          10.0       35.0       20.0       402.0      582.0      90.0              24.0
C32        c          10.0       40.0       30.0       214.0      394.0      90.0              24.0
C35        c          5.0        35.0       10.0       600.0      780.0      90.0              12.0
C37        c          2.0        40.0       20.0       504.0      684.0      90.0              24.0
C38        c          0.0        40.0       30.0       412.0      592.0      90.0              24.0
C39        c          0.0        45.0       20.0       317.0      497.0      90.0              24.0
C41        c          35.0       32.0       10.0       19.0       199.0      90.0              12.0
C44        c          32.0       30.0       10.0       266.0      446.0      90.0              8.0
C45        c          30.0       30.0       10.0       358.0      538.0      90.0              12.0
C47        c          30.0       35.0       10.0       636.0      816.0      90.0              12.0
C48        c          28.0       30.0       10.0       450.0      630.0      90.0              8.0
C49        c          28.0       35.0       10.0       946.0      1126.0     90.0              12.0
C50        c          26.0       32.0       10.0       859.0      1039.0     90.0              8.0
C52        c          25.0       35.0       10.0       944.0      1124.0     90.0              8.0
C53        c          44.0       5.0        20.0       384.0      564.0      90.0              24.0
C54        c          42.0       10.0       40.0       749.0      929.0      90.0              32.0
C56        c          40.0       5.0        30.0       290.0      470.0      90.0              24.0
C57        c          40.0       15.0       40.0       931.0      1111.0     90.0              48.0
C58        c          38.0       5.0        30.0       198.0      378.0      90.0              24.0
C59        c          38.0       15.0       10.0       36.0       216.0      90.0              12.0
C60        c          35.0       5.0        20.0       110.0      290.0      90.0              16.0
C61        c          50.0       30.0       10.0       932.0      1112.0     90.0              12.0
C62        c          50.0       35.0       20.0       109.0      289.0      90.0              16.0
C64        c          48.0       30.0       10.0       204.0      384.0      90.0              8.0
C66        c          47.0       35.0       10.0       949.0      1129.0     90.0              8.0
C69        c          45.0       35.0       10.0       392.0      572.0      90.0              12.0
C71        c          95.0       35.0       20.0       422.0      602.0      90.0              24.0
C72        c          53.0       30.0       10.0       839.0      1019.0     90.0              8.0
C75        c          45.0       65.0       20.0       16.0       196.0      90.0              24.0
C78        c          88.0       35.0       20.0       609.0      789.0      90.0              16.0
C79        c          87.0       30.0       10.0       386.0      566.0      90.0              12.0
C85        c          68.0       60.0       30.0       683.0      863.0      90.0              36.0
C86        c          66.0       55.0       10.0       117.0      297.0      90.0              8.0
C87        c          65.0       55.0       20.0       26.0       206.0      90.0              24.0
C89        c          63.0       58.0       10.0       869.0      1049.0     90.0              12.0
C91        c          60.0       60.0       10.0       943.0      1123.0     90.0              12.0
C92        c          67.0       85.0       20.0       399.0      579.0      90.0              16.0
C93        c          65.0       85.0       40.0       491.0      671.0      90.0              48.0
C95        c          62.0       80.0       30.0       212.0      392.0      90.0              36.0
Q Vehicle fuel tank capacity /79.69/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /3.39/
v average Velocity /1.0/
