StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	960.00	0.00	0.00
S1	f	73.00	52.00	0.00	0.00	960.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	960.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	960.00	0.00	0.00
S5	f	32.00	80.00	0.00	0.00	960.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	960.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	960.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	960.00	0.00	0.00
S13	f	26.00	37.00	0.00	0.00	960.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	960.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	960.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	960.00	0.00	0.00
C3         c          22.0       85.0       10.0       338.0      458.0      10.0              12.0
C6         c          18.0       75.0       20.0       258.0      378.0      10.0              16.0
C13        c          5.0        35.0       10.0       39.0       159.0      10.0              12.0
C14        c          5.0        45.0       10.0       198.0      318.0      10.0              8.0
C16        c          0.0        40.0       20.0       180.0      300.0      10.0              16.0
C17        c          0.0        45.0       20.0       176.0      296.0      10.0              24.0
C19        c          42.0       10.0       40.0       41.0       161.0      10.0              48.0
C23        c          38.0       5.0        30.0       269.0      389.0      10.0              36.0
C25        c          35.0       5.0        20.0       46.0       166.0      10.0              24.0
C27        c          95.0       35.0       20.0       675.0      795.0      10.0              24.0
C29        c          90.0       35.0       10.0       501.0      621.0      10.0              12.0
C31        c          88.0       35.0       20.0       779.0      899.0      10.0              24.0
C32        c          87.0       30.0       10.0       129.0      249.0      10.0              8.0
C34        c          85.0       35.0       30.0       116.0      236.0      10.0              24.0
C35        c          67.0       85.0       20.0       647.0      767.0      10.0              24.0
C36        c          65.0       85.0       40.0       517.0      637.0      10.0              32.0
C37        c          65.0       82.0       10.0       252.0      372.0      10.0              12.0
C38        c          62.0       80.0       30.0       105.0      225.0      10.0              24.0
C39        c          60.0       80.0       10.0       751.0      871.0      10.0              12.0
C41        c          58.0       75.0       20.0       257.0      377.0      10.0              24.0
C42        c          55.0       80.0       10.0       520.0      640.0      10.0              8.0
C44        c          55.0       82.0       10.0       450.0      570.0      10.0              8.0
C45        c          20.0       82.0       10.0       646.0      766.0      10.0              12.0
C46        c          18.0       80.0       10.0       792.0      912.0      10.0              8.0
C48        c          42.0       5.0        10.0       70.0       190.0      10.0              8.0
C49        c          42.0       12.0       10.0       208.0      328.0      10.0              12.0
C51        c          55.0       20.0       19.0       482.0      602.0      10.0              22.0
C59        c          10.0       20.0       19.0       655.0      775.0      10.0              22.0
C62        c          65.0       35.0       3.0        138.0      258.0      10.0              2.0
C63        c          65.0       20.0       6.0        316.0      436.0      10.0              7.0
C65        c          35.0       40.0       16.0       28.0       148.0      10.0              19.0
C68        c          40.0       60.0       21.0       744.0      864.0      10.0              16.0
C69        c          31.0       52.0       27.0       10.0       130.0      10.0              32.0
C70        c          35.0       69.0       23.0       398.0      518.0      10.0              18.0
C72        c          63.0       65.0       8.0        331.0      451.0      10.0              6.0
C77        c          23.0       3.0        7.0        50.0       170.0      10.0              8.0
C79        c          6.0        68.0       30.0       39.0       159.0      10.0              36.0
C80        c          47.0       47.0       13.0       349.0      469.0      10.0              10.0
C81        c          49.0       58.0       10.0       784.0      904.0      10.0              12.0
C82        c          27.0       43.0       9.0        509.0      629.0      10.0              7.0
C83        c          37.0       31.0       14.0       433.0      553.0      10.0              16.0
C85        c          63.0       23.0       2.0        98.0       218.0      10.0              2.0
C86        c          21.0       24.0       28.0       373.0      493.0      10.0              22.0
C87        c          12.0       24.0       13.0       381.0      501.0      10.0              15.0
C88        c          24.0       58.0       19.0       561.0      681.0      10.0              15.0
C91        c          49.0       42.0       13.0       439.0      559.0      10.0              15.0
C96        c          55.0       54.0       26.0       277.0      397.0      10.0              20.0
C97        c          4.0        18.0       35.0       781.0      901.0      10.0              42.0
C98        c          26.0       52.0       9.0        218.0      338.0      10.0              7.0
C100       c          31.0       67.0       3.0        468.0      588.0      10.0              2.0
Q Vehicle fuel tank capacity /211.04/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.14/
v average Velocity /1.0/
