StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S0	f	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S2	f	74.00	39.00	0.00	0.00	230.00	0.00	0.00
S5	f	29.00	59.00	0.00	0.00	230.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	230.00	0.00	0.00
S7	f	22.00	58.00	0.00	0.00	230.00	0.00	0.00
S8	f	7.00	61.00	0.00	0.00	230.00	0.00	0.00
S10	f	5.00	39.00	0.00	0.00	230.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	230.00	0.00	0.00
S15	f	34.00	20.00	0.00	0.00	230.00	0.00	0.00
S17	f	50.00	9.00	0.00	0.00	230.00	0.00	0.00
S18	f	61.00	14.00	0.00	0.00	230.00	0.00	0.00
C4         c          55.0       20.0       19.0       93.0       131.0      10.0              15.0
C6         c          25.0       30.0       3.0        35.0       165.0      10.0              2.0
C7         c          20.0       50.0       5.0        74.0       112.0      10.0              6.0
C8         c          10.0       43.0       9.0        27.0       123.0      10.0              7.0
C9         c          55.0       60.0       16.0       68.0       187.0      10.0              19.0
C10        c          30.0       60.0       16.0       120.0      194.0      10.0              12.0
C11        c          20.0       65.0       12.0       78.0       168.0      10.0              14.0
C14        c          15.0       10.0       20.0       33.0       137.0      10.0              16.0
C15        c          30.0       5.0        8.0        88.0       150.0      10.0              9.0
C17        c          5.0        30.0       2.0        43.0       113.0      10.0              2.0
C19        c          15.0       60.0       17.0       84.0       187.0      10.0              20.0
C28        c          41.0       37.0       16.0       101.0      213.0      10.0              12.0
C29        c          64.0       42.0       9.0        82.0       162.0      10.0              10.0
C33        c          53.0       52.0       11.0       25.0       165.0      10.0              13.0
C36        c          2.0        60.0       5.0        81.0       178.0      10.0              4.0
C38        c          5.0        5.0        16.0       56.0       177.0      10.0              12.0
C39        c          60.0       12.0       31.0       50.0       186.0      10.0              37.0
C42        c          24.0       12.0       5.0        131.0      173.0      10.0              4.0
C45        c          6.0        38.0       16.0       30.0       190.0      10.0              19.0
C47        c          8.0        56.0       27.0       64.0       185.0      10.0              32.0
C49        c          6.0        68.0       30.0       58.0       152.0      10.0              36.0
C50        c          47.0       47.0       13.0       95.0       151.0      10.0              10.0
C51        c          49.0       58.0       10.0       89.0       193.0      10.0              12.0
C52        c          27.0       43.0       9.0        47.0       185.0      10.0              7.0
C55        c          63.0       23.0       2.0        31.0       185.0      10.0              2.0
C56        c          53.0       12.0       6.0        30.0       161.0      10.0              4.0
C57        c          32.0       12.0       7.0        110.0      196.0      10.0              8.0
C58        c          36.0       26.0       18.0       74.0       160.0      10.0              14.0
C59        c          21.0       24.0       28.0       60.0       152.0      10.0              33.0
C61        c          12.0       24.0       13.0       26.0       194.0      10.0              15.0
C62        c          24.0       58.0       19.0       26.0       121.0      10.0              15.0
C63        c          27.0       69.0       10.0       47.0       185.0      10.0              12.0
C65        c          62.0       77.0       20.0       68.0       136.0      10.0              24.0
C66        c          49.0       73.0       25.0       53.0       179.0      10.0              20.0
C67        c          67.0       5.0        25.0       60.0       162.0      10.0              30.0
C68        c          56.0       39.0       36.0       22.0       147.0      10.0              28.0
C72        c          47.0       16.0       25.0       54.0       178.0      10.0              20.0
C76        c          49.0       42.0       13.0       103.0      204.0      10.0              10.0
C78        c          61.0       52.0       3.0        32.0       188.0      10.0              2.0
C79        c          57.0       48.0       23.0       48.0       142.0      10.0              27.0
C81        c          55.0       54.0       26.0       28.0       105.0      10.0              31.0
C83        c          14.0       37.0       11.0       93.0       198.0      10.0              13.0
C84        c          11.0       31.0       7.0        47.0       155.0      10.0              5.0
C85        c          16.0       22.0       41.0       24.0       196.0      10.0              49.0
C86        c          4.0        18.0       35.0       147.0      173.0      10.0              28.0
C92        c          22.0       22.0       2.0        41.0       201.0      10.0              1.0
C95        c          25.0       24.0       20.0       60.0       205.0      10.0              24.0
C96        c          22.0       27.0       11.0       17.0       49.0       10.0              8.0
C98        c          19.0       21.0       10.0       66.0       152.0      10.0              8.0
C99        c          20.0       26.0       9.0        116.0      170.0      10.0              10.0
Q Vehicle fuel tank capacity /65.8/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.46/
v average Velocity /1.0/
