StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	3390.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	3390.00	0.00	0.00
S7	f	23.00	80.00	0.00	0.00	3390.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	3390.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	3390.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	3390.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	3390.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	3390.00	0.00	0.00
S18	f	73.00	23.00	0.00	0.00	3390.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	3390.00	0.00	0.00
C1         c          52.0       75.0       10.0       804.0      1328.0     90.0              12.0
C5         c          42.0       65.0       10.0       1036.0     1668.0     90.0              12.0
C7         c          58.0       70.0       20.0       44.0       564.0      90.0              24.0
C8         c          34.0       60.0       20.0       12.0       578.0      90.0              16.0
C9         c          28.0       70.0       10.0       24.0       706.0      90.0              12.0
C12        c          25.0       85.0       20.0       366.0      810.0      90.0              16.0
C13        c          22.0       75.0       30.0       129.0      663.0      90.0              36.0
C18        c          15.0       75.0       20.0       776.0      1154.0     90.0              16.0
C19        c          15.0       80.0       10.0       626.0      1114.0     90.0              12.0
C20        c          30.0       50.0       10.0       2792.0     3290.0     90.0              8.0
C21        c          30.0       56.0       20.0       2772.0     3288.0     90.0              24.0
C22        c          28.0       52.0       20.0       2793.0     3287.0     90.0              16.0
C23        c          14.0       66.0       10.0       1018.0     1494.0     90.0              12.0
C24        c          25.0       50.0       10.0       2728.0     3282.0     90.0              8.0
C26        c          8.0        62.0       10.0       1057.0     1651.0     90.0              8.0
C30        c          20.0       55.0       10.0       2596.0     3038.0     90.0              8.0
C32        c          10.0       40.0       30.0       2249.0     2805.0     90.0              24.0
C34        c          8.0        45.0       20.0       1566.0     1982.0     90.0              16.0
C35        c          5.0        35.0       10.0       1954.0     2536.0     90.0              12.0
C37        c          2.0        40.0       20.0       1940.0     2358.0     90.0              24.0
C38        c          0.0        40.0       30.0       1803.0     2311.0     90.0              24.0
C39        c          0.0        45.0       20.0       1689.0     2235.0     90.0              24.0
C42        c          33.0       32.0       20.0       78.0       506.0      90.0              16.0
C43        c          33.0       35.0       10.0       17.0       519.0      90.0              12.0
C51        c          25.0       30.0       10.0       391.0      943.0      90.0              12.0
C53        c          44.0       5.0        20.0       1442.0     2060.0     90.0              24.0
C54        c          42.0       10.0       40.0       1605.0     2087.0     90.0              32.0
C61        c          50.0       30.0       10.0       2070.0     2768.0     90.0              12.0
C62        c          50.0       35.0       20.0       2450.0     2950.0     90.0              16.0
C64        c          48.0       30.0       10.0       2068.0     2586.0     90.0              8.0
C69        c          45.0       35.0       10.0       2598.0     3172.0     90.0              12.0
C71        c          95.0       35.0       20.0       760.0      1280.0     90.0              24.0
C72        c          53.0       30.0       10.0       2300.0     2724.0     90.0              8.0
C73        c          92.0       30.0       10.0       900.0      1516.0     90.0              12.0
C74        c          53.0       35.0       50.0       2342.0     2872.0     90.0              40.0
C75        c          45.0       65.0       20.0       948.0      1570.0     90.0              24.0
C76        c          90.0       35.0       10.0       659.0      1191.0     90.0              8.0
C79        c          87.0       30.0       10.0       1149.0     1655.0     90.0              12.0
C80        c          85.0       25.0       10.0       1085.0     1529.0     90.0              8.0
C81        c          85.0       35.0       30.0       1236.0     1758.0     90.0              36.0
C82        c          75.0       55.0       20.0       299.0      877.0      90.0              16.0
C84        c          70.0       58.0       20.0       150.0      652.0      90.0              16.0
C88        c          65.0       60.0       30.0       27.0       522.0      90.0              24.0
C89        c          56.0       64.0       10.0       22.0       526.0      90.0              12.0
C92        c          67.0       85.0       20.0       429.0      937.0      90.0              16.0
C93        c          42.0       58.0       40.0       1154.0     1744.0     90.0              48.0
C96        c          62.0       40.0       10.0       1608.0     2168.0     90.0              8.0
C97        c          60.0       85.0       30.0       520.0      1040.0     90.0              36.0
C98        c          58.0       75.0       20.0       122.0      676.0      90.0              16.0
C99        c          55.0       80.0       10.0       716.0      1224.0     90.0              12.0
Q Vehicle fuel tank capacity /117.7/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.29/
v average Velocity /1.0/
