StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	240.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	240.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	240.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	240.00	0.00	0.00
S7	f	23.00	80.00	0.00	0.00	240.00	0.00	0.00
S8	f	4.00	83.00	0.00	0.00	240.00	0.00	0.00
S11	f	13.00	31.00	0.00	0.00	240.00	0.00	0.00
S12	f	-5.00	38.00	0.00	0.00	240.00	0.00	0.00
S13	f	26.00	37.00	0.00	0.00	240.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	240.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	240.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	240.00	0.00	0.00
C2         c          22.0       75.0       30.0       34.0       164.0      10.0              24.0
C3         c          22.0       85.0       10.0       40.0       190.0      10.0              12.0
C4         c          20.0       80.0       40.0       37.0       116.0      10.0              32.0
C7         c          15.0       75.0       20.0       77.0       157.0      10.0              24.0
C8         c          15.0       80.0       10.0       54.0       166.0      10.0              8.0
C9         c          10.0       35.0       20.0       69.0       196.0      10.0              24.0
C10        c          10.0       40.0       30.0       54.0       154.0      10.0              24.0
C12        c          8.0        45.0       20.0       85.0       167.0      10.0              16.0
C14        c          5.0        45.0       10.0       36.0       154.0      10.0              8.0
C15        c          2.0        40.0       20.0       71.0       165.0      10.0              24.0
C16        c          0.0        40.0       20.0       65.0       188.0      10.0              16.0
C18        c          44.0       5.0        20.0       53.0       156.0      10.0              16.0
C19        c          42.0       10.0       40.0       48.0       166.0      10.0              48.0
C20        c          42.0       15.0       10.0       90.0       178.0      10.0              8.0
C24        c          38.0       15.0       10.0       72.0       174.0      10.0              8.0
C25        c          35.0       5.0        20.0       74.0       178.0      10.0              24.0
C29        c          90.0       35.0       10.0       72.0       177.0      10.0              12.0
C30        c          88.0       30.0       10.0       76.0       178.0      10.0              8.0
C32        c          87.0       30.0       10.0       67.0       177.0      10.0              8.0
C34        c          85.0       35.0       30.0       65.0       182.0      10.0              24.0
C35        c          67.0       85.0       20.0       59.0       185.0      10.0              24.0
C39        c          60.0       80.0       10.0       46.0       184.0      10.0              12.0
C42        c          55.0       80.0       10.0       34.0       116.0      10.0              8.0
C44        c          55.0       82.0       10.0       36.0       158.0      10.0              8.0
C47        c          2.0        45.0       10.0       39.0       168.0      10.0              12.0
C48        c          42.0       5.0        10.0       59.0       184.0      10.0              8.0
C49        c          42.0       12.0       10.0       44.0       156.0      10.0              12.0
C51        c          55.0       20.0       19.0       78.0       196.0      10.0              22.0
C53        c          20.0       50.0       5.0        20.0       136.0      10.0              6.0
C59        c          10.0       20.0       19.0       50.0       162.0      10.0              22.0
C60        c          15.0       60.0       17.0       83.0       203.0      10.0              13.0
C61        c          45.0       65.0       9.0        27.0       214.0      10.0              10.0
C63        c          65.0       20.0       6.0        40.0       184.0      10.0              7.0
C69        c          31.0       52.0       27.0       10.0       124.0      10.0              32.0
C72        c          63.0       65.0       8.0        56.0       186.0      10.0              6.0
C74        c          20.0       20.0       8.0        88.0       180.0      10.0              6.0
C75        c          5.0        5.0        16.0       65.0       158.0      10.0              19.0
C79        c          6.0        68.0       30.0       39.0       151.0      10.0              36.0
C81        c          49.0       58.0       10.0       115.0      217.0      10.0              12.0
C83        c          37.0       31.0       14.0       74.0       192.0      10.0              16.0
C84        c          57.0       29.0       18.0       28.0       149.0      10.0              14.0
C85        c          63.0       23.0       2.0        36.0       194.0      10.0              2.0
C87        c          12.0       24.0       13.0       48.0       98.0       10.0              15.0
C90        c          37.0       47.0       6.0        111.0      209.0      10.0              4.0
C91        c          49.0       42.0       13.0       23.0       159.0      10.0              15.0
C93        c          61.0       52.0       3.0        22.0       101.0      10.0              3.0
C94        c          57.0       48.0       23.0       110.0      212.0      10.0              18.0
C96        c          55.0       54.0       26.0       138.0      214.0      10.0              20.0
C97        c          4.0        18.0       35.0       108.0      181.0      10.0              42.0
C98        c          26.0       52.0       9.0        105.0      211.0      10.0              7.0
Q Vehicle fuel tank capacity /79.69/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.38/
v average Velocity /1.0/
