StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S0	f	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	230.00	0.00	0.00
S3	f	47.00	57.00	0.00	0.00	230.00	0.00	0.00
S4	f	57.00	65.00	0.00	0.00	230.00	0.00	0.00
S5	f	29.00	59.00	0.00	0.00	230.00	0.00	0.00
S8	f	7.00	61.00	0.00	0.00	230.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	230.00	0.00	0.00
S12	f	0.00	26.00	0.00	0.00	230.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	230.00	0.00	0.00
S15	f	34.00	20.00	0.00	0.00	230.00	0.00	0.00
S16	f	41.00	5.00	0.00	0.00	230.00	0.00	0.00
C4         c          55.0       20.0       19.0       97.0       127.0      10.0              15.0
C5         c          15.0       30.0       26.0       0.0        199.0      10.0              31.0
C6         c          25.0       30.0       3.0        85.0       115.0      10.0              2.0
C9         c          55.0       60.0       16.0       0.0        187.0      10.0              19.0
C10        c          30.0       60.0       16.0       0.0        194.0      10.0              12.0
C12        c          50.0       35.0       19.0       167.0      197.0      10.0              15.0
C16        c          10.0       20.0       19.0       61.0       91.0       10.0              15.0
C17        c          5.0        30.0       2.0        63.0       93.0       10.0              2.0
C18        c          20.0       40.0       12.0       0.0        204.0      10.0              9.0
C20        c          45.0       65.0       9.0        149.0      179.0      10.0              7.0
C21        c          45.0       20.0       11.0       0.0        201.0      10.0              13.0
C23        c          55.0       5.0        29.0       109.0      139.0      10.0              34.0
C26        c          45.0       30.0       17.0       164.0      194.0      10.0              13.0
C27        c          35.0       40.0       16.0       163.0      193.0      10.0              19.0
C28        c          41.0       37.0       16.0       0.0        213.0      10.0              12.0
C29        c          64.0       42.0       9.0        107.0      137.0      10.0              10.0
C31        c          31.0       52.0       27.0       18.0       48.0       10.0              32.0
C34        c          65.0       55.0       14.0       0.0        183.0      10.0              11.0
C37        c          20.0       20.0       8.0        168.0      198.0      10.0              9.0
C38        c          5.0        5.0        16.0       56.0       86.0       10.0              12.0
C39        c          60.0       12.0       31.0       50.0       80.0       10.0              37.0
C40        c          40.0       25.0       9.0        24.0       54.0       10.0              7.0
C41        c          42.0       7.0        5.0        161.0      191.0      10.0              6.0
C45        c          6.0        38.0       16.0       115.0      145.0      10.0              19.0
C46        c          2.0        48.0       1.0        45.0       75.0       10.0              0.0
C47        c          8.0        56.0       27.0       0.0        185.0      10.0              32.0
C48        c          13.0       52.0       36.0       137.0      167.0      10.0              28.0
C50        c          47.0       47.0       13.0       108.0      138.0      10.0              10.0
C53        c          37.0       31.0       14.0       0.0        215.0      10.0              16.0
C57        c          32.0       12.0       7.0        166.0      196.0      10.0              8.0
C58        c          36.0       26.0       18.0       102.0      132.0      10.0              14.0
C60        c          17.0       34.0       3.0        0.0        201.0      10.0              2.0
C63        c          27.0       69.0       10.0       122.0      152.0      10.0              12.0
C64        c          15.0       77.0       9.0        101.0      131.0      10.0              7.0
C66        c          49.0       73.0       25.0       56.0       86.0       10.0              20.0
C67        c          67.0       5.0        25.0       0.0        176.0      10.0              30.0
C70        c          37.0       56.0       5.0        39.0       69.0       10.0              4.0
C71        c          57.0       68.0       15.0       150.0      180.0      10.0              18.0
C72        c          47.0       16.0       25.0       101.0      131.0      10.0              20.0
C76        c          49.0       42.0       13.0       173.0      203.0      10.0              10.0
C79        c          57.0       48.0       23.0       80.0       110.0      10.0              27.0
C81        c          55.0       54.0       26.0       0.0        192.0      10.0              31.0
C87        c          28.0       18.0       26.0       156.0      186.0      10.0              31.0
C88        c          26.0       52.0       9.0        156.0      186.0      10.0              7.0
C89        c          26.0       35.0       15.0       35.0       65.0       10.0              18.0
C91        c          15.0       19.0       1.0        77.0       107.0      10.0              1.0
C92        c          22.0       22.0       2.0        114.0      144.0      10.0              1.0
C93        c          18.0       24.0       22.0       0.0        199.0      10.0              26.0
C99        c          20.0       26.0       9.0        128.0      158.0      10.0              10.0
C100       c          18.0       18.0       17.0       0.0        195.0      10.0              13.0
Q Vehicle fuel tank capacity /62.6/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.48/
v average Velocity /1.0/
