StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	1000.00	0.00	0.00
S2	f	74.00	39.00	0.00	0.00	1000.00	0.00	0.00
S4	f	57.00	65.00	0.00	0.00	1000.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	1000.00	0.00	0.00
S7	f	22.00	58.00	0.00	0.00	1000.00	0.00	0.00
S9	f	18.00	41.00	0.00	0.00	1000.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	1000.00	0.00	0.00
S15	f	34.00	20.00	0.00	0.00	1000.00	0.00	0.00
S18	f	61.00	14.00	0.00	0.00	1000.00	0.00	0.00
S19	f	62.00	21.00	0.00	0.00	1000.00	0.00	0.00
S20	f	74.00	30.00	0.00	0.00	1000.00	0.00	0.00
C5         c          15.0       30.0       26.0       21.0       647.0      10.0              31.0
C8         c          10.0       43.0       9.0        27.0       434.0      10.0              7.0
C9         c          55.0       60.0       16.0       371.0      887.0      10.0              19.0
C10        c          30.0       60.0       16.0       487.0      789.0      10.0              12.0
C16        c          10.0       20.0       19.0       353.0      839.0      10.0              15.0
C17        c          5.0        30.0       2.0        660.0      944.0      10.0              2.0
C21        c          45.0       20.0       11.0       19.0       556.0      10.0              13.0
C22        c          45.0       10.0       18.0       574.0      963.0      10.0              14.0
C26        c          45.0       30.0       17.0       12.0       389.0      10.0              13.0
C27        c          35.0       40.0       16.0       23.0       753.0      10.0              19.0
C28        c          41.0       37.0       16.0       182.0      670.0      10.0              12.0
C29        c          64.0       42.0       9.0        623.0      960.0      10.0              10.0
C30        c          40.0       60.0       21.0       418.0      730.0      10.0              16.0
C32        c          35.0       69.0       23.0       297.0      677.0      10.0              18.0
C35        c          63.0       65.0       8.0        276.0      948.0      10.0              9.0
C36        c          2.0        60.0       5.0        536.0      948.0      10.0              4.0
C38        c          5.0        5.0        16.0       390.0      930.0      10.0              12.0
C41        c          42.0       7.0        5.0        520.0      961.0      10.0              6.0
C42        c          24.0       12.0       5.0        26.0       182.0      10.0              4.0
C46        c          2.0        48.0       1.0        36.0       512.0      10.0              0.0
C47        c          8.0        56.0       27.0       426.0      955.0      10.0              32.0
C48        c          13.0       52.0       36.0       240.0      736.0      10.0              28.0
C49        c          6.0        68.0       30.0       546.0      946.0      10.0              36.0
C51        c          49.0       58.0       10.0       518.0      963.0      10.0              12.0
C52        c          27.0       43.0       9.0        12.0       628.0      10.0              7.0
C54        c          57.0       29.0       18.0       23.0       412.0      10.0              14.0
C59        c          21.0       24.0       28.0       18.0       411.0      10.0              33.0
C60        c          17.0       34.0       3.0        426.0      884.0      10.0              2.0
C62        c          24.0       58.0       19.0       560.0      964.0      10.0              15.0
C64        c          15.0       77.0       9.0        631.0      909.0      10.0              7.0
C66        c          49.0       73.0       25.0       389.0      949.0      10.0              20.0
C67        c          67.0       5.0        25.0       44.0       483.0      10.0              30.0
C69        c          37.0       47.0       6.0        326.0      734.0      10.0              7.0
C70        c          37.0       56.0       5.0        22.0       272.0      10.0              4.0
C71        c          57.0       68.0       15.0       663.0      843.0      10.0              18.0
C72        c          47.0       16.0       25.0       23.0       568.0      10.0              20.0
C73        c          44.0       17.0       9.0        809.0      969.0      10.0              10.0
C78        c          61.0       52.0       3.0        32.0       769.0      10.0              2.0
C80        c          56.0       37.0       6.0        22.0       656.0      10.0              4.0
C82        c          15.0       47.0       16.0       604.0      896.0      10.0              12.0
C83        c          14.0       37.0       11.0       384.0      838.0      10.0              13.0
C85        c          16.0       22.0       41.0       151.0      966.0      10.0              49.0
C86        c          4.0        18.0       35.0       872.0      952.0      10.0              28.0
C88        c          26.0       52.0       9.0        124.0      658.0      10.0              7.0
C89        c          26.0       35.0       15.0       354.0      898.0      10.0              18.0
C90        c          31.0       67.0       3.0        443.0      725.0      10.0              2.0
C93        c          18.0       24.0       22.0       538.0      670.0      10.0              26.0
C97        c          25.0       21.0       12.0       558.0      644.0      10.0              14.0
C98        c          19.0       21.0       10.0       304.0      662.0      10.0              8.0
C100       c          18.0       18.0       17.0       133.0      133.0      10.0              13.0
Q Vehicle fuel tank capacity /187.87/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.16/
v average Velocity /1.0/
