StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	230.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	230.00	0.00	0.00
S2	f	74.00	39.00	0.00	0.00	230.00	0.00	0.00
S3	f	47.00	57.00	0.00	0.00	230.00	0.00	0.00
S5	f	29.00	59.00	0.00	0.00	230.00	0.00	0.00
S9	f	18.00	41.00	0.00	0.00	230.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	230.00	0.00	0.00
S12	f	0.00	26.00	0.00	0.00	230.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	230.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	230.00	0.00	0.00
S17	f	50.00	9.00	0.00	0.00	230.00	0.00	0.00
S18	f	61.00	14.00	0.00	0.00	230.00	0.00	0.00
C1         c          41.0       49.0       10.0       16.0       67.0       10.0              12.0
C2         c          35.0       17.0       7.0        69.0       135.0      10.0              5.0
C4         c          55.0       20.0       19.0       87.0       137.0      10.0              15.0
C6         c          25.0       30.0       3.0        66.0       134.0      10.0              2.0
C11        c          20.0       65.0       12.0       93.0       153.0      10.0              14.0
C12        c          50.0       35.0       19.0       154.0      205.0      10.0              15.0
C14        c          15.0       10.0       20.0       54.0       116.0      10.0              16.0
C16        c          10.0       20.0       19.0       44.0       108.0      10.0              15.0
C17        c          5.0        30.0       2.0        50.0       106.0      10.0              2.0
C20        c          45.0       65.0       9.0        32.0       85.0       10.0              7.0
C24        c          65.0       35.0       3.0        132.0      190.0      10.0              2.0
C25        c          65.0       20.0       6.0        48.0       106.0      10.0              7.0
C34        c          65.0       55.0       14.0       121.0      183.0      10.0              11.0
C35        c          63.0       65.0       8.0        106.0      178.0      10.0              9.0
C36        c          2.0        60.0       5.0        117.0      178.0      10.0              4.0
C37        c          20.0       20.0       8.0        123.0      198.0      10.0              9.0
C38        c          5.0        5.0        16.0       56.0       123.0      10.0              12.0
C40        c          40.0       25.0       9.0        12.0       66.0       10.0              7.0
C41        c          42.0       7.0        5.0        128.0      191.0      10.0              6.0
C42        c          24.0       12.0       5.0        127.0      177.0      10.0              4.0
C44        c          11.0       14.0       18.0       124.0      188.0      10.0              14.0
C46        c          2.0        48.0       1.0        120.0      184.0      10.0              0.0
C47        c          8.0        56.0       27.0       119.0      185.0      10.0              32.0
C49        c          6.0        68.0       30.0       75.0       135.0      10.0              36.0
C50        c          47.0       47.0       13.0       97.0       149.0      10.0              10.0
C53        c          37.0       31.0       14.0       141.0      203.0      10.0              16.0
C54        c          57.0       29.0       18.0       63.0       123.0      10.0              14.0
C56        c          53.0       12.0       6.0        30.0       98.0       10.0              4.0
C57        c          32.0       12.0       7.0        137.0      196.0      10.0              8.0
C58        c          36.0       26.0       18.0       88.0       146.0      10.0              14.0
C60        c          17.0       34.0       3.0        19.0       82.0       10.0              2.0
C64        c          15.0       77.0       9.0        103.0      159.0      10.0              7.0
C66        c          49.0       73.0       25.0       92.0       158.0      10.0              20.0
C68        c          56.0       39.0       36.0       29.0       95.0       10.0              28.0
C72        c          47.0       16.0       25.0       83.0       149.0      10.0              20.0
C75        c          49.0       11.0       18.0       37.0       91.0       10.0              21.0
C77        c          53.0       43.0       14.0       123.0      187.0      10.0              16.0
C78        c          61.0       52.0       3.0        62.0       136.0      10.0              2.0
C79        c          57.0       48.0       23.0       65.0       125.0      10.0              27.0
C82        c          15.0       47.0       16.0       140.0      196.0      10.0              12.0
C84        c          11.0       31.0       7.0        69.0       133.0      10.0              5.0
C86        c          4.0        18.0       35.0       137.0      183.0      10.0              28.0
C90        c          31.0       67.0       3.0        94.0       150.0      10.0              2.0
C91        c          15.0       19.0       1.0        58.0       126.0      10.0              1.0
C92        c          22.0       22.0       2.0        92.0       166.0      10.0              1.0
C94        c          26.0       27.0       27.0       150.0      207.0      10.0              21.0
C96        c          22.0       27.0       11.0       16.0       65.0       10.0              8.0
C97        c          25.0       21.0       12.0       123.0      171.0      10.0              14.0
C99        c          20.0       26.0       9.0        117.0      169.0      10.0              10.0
C100       c          18.0       18.0       17.0       74.0       112.0      10.0              13.0
Q Vehicle fuel tank capacity /65.17/
C Vehicle load capacity /200.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.46/
v average Velocity /1.0/
