StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S0	f	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	1000.00	0.00	0.00
S2	f	74.00	39.00	0.00	0.00	1000.00	0.00	0.00
S4	f	57.00	65.00	0.00	0.00	1000.00	0.00	0.00
S5	f	29.00	59.00	0.00	0.00	1000.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	1000.00	0.00	0.00
S7	f	22.00	58.00	0.00	0.00	1000.00	0.00	0.00
S8	f	7.00	61.00	0.00	0.00	1000.00	0.00	0.00
S10	f	5.00	39.00	0.00	0.00	1000.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	1000.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	1000.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	1000.00	0.00	0.00
S18	f	61.00	14.00	0.00	0.00	1000.00	0.00	0.00
S19	f	62.00	21.00	0.00	0.00	1000.00	0.00	0.00
S20	f	74.00	30.00	0.00	0.00	1000.00	0.00	0.00
C4         c          55.0       20.0       19.0       672.0      912.0      10.0              15.0
C5         c          15.0       30.0       26.0       0.0        969.0      10.0              31.0
C6         c          25.0       30.0       3.0        0.0        978.0      10.0              2.0
C7         c          20.0       50.0       5.0        22.0       262.0      10.0              6.0
C8         c          10.0       43.0       9.0        0.0        963.0      10.0              7.0
C9         c          55.0       60.0       16.0       0.0        957.0      10.0              19.0
C10        c          30.0       60.0       16.0       0.0        964.0      10.0              12.0
C11        c          20.0       65.0       12.0       0.0        956.0      10.0              14.0
C14        c          15.0       10.0       20.0       0.0        957.0      10.0              16.0
C15        c          30.0       5.0        8.0        0.0        959.0      10.0              9.0
C17        c          5.0        30.0       2.0        0.0        959.0      10.0              2.0
C19        c          15.0       60.0       17.0       0.0        957.0      10.0              20.0
C21        c          45.0       20.0       11.0       0.0        971.0      10.0              13.0
C22        c          45.0       10.0       18.0       0.0        963.0      10.0              14.0
C24        c          65.0       35.0       3.0        0.0        960.0      10.0              2.0
C26        c          45.0       30.0       17.0       0.0        978.0      10.0              13.0
C27        c          35.0       40.0       16.0       0.0        985.0      10.0              19.0
C28        c          41.0       37.0       16.0       0.0        983.0      10.0              12.0
C29        c          64.0       42.0       9.0        720.0      960.0      10.0              10.0
C30        c          40.0       60.0       21.0       0.0        964.0      10.0              16.0
C31        c          31.0       52.0       27.0       0.0        972.0      10.0              32.0
C34        c          65.0       55.0       14.0       0.0        953.0      10.0              11.0
C35        c          63.0       65.0       8.0        0.0        948.0      10.0              9.0
C36        c          2.0        60.0       5.0        708.0      948.0      10.0              4.0
C38        c          5.0        5.0        16.0       540.0      780.0      10.0              12.0
C39        c          60.0       12.0       31.0       242.0      482.0      10.0              37.0
C42        c          24.0       12.0       5.0        26.0       266.0      10.0              4.0
C43        c          23.0       3.0        7.0        0.0        955.0      10.0              8.0
C45        c          6.0        38.0       16.0       0.0        960.0      10.0              19.0
C47        c          8.0        56.0       27.0       0.0        955.0      10.0              32.0
C49        c          6.0        68.0       30.0       0.0        946.0      10.0              36.0
C50        c          47.0       47.0       13.0       0.0        973.0      10.0              10.0
C51        c          49.0       58.0       10.0       0.0        963.0      10.0              12.0
C52        c          27.0       43.0       9.0        192.0      432.0      10.0              7.0
C55        c          63.0       23.0       2.0        0.0        959.0      10.0              2.0
C56        c          53.0       12.0       6.0        720.0      960.0      10.0              4.0
C57        c          32.0       12.0       7.0        0.0        966.0      10.0              8.0
C58        c          36.0       26.0       18.0       0.0        980.0      10.0              14.0
C59        c          21.0       24.0       28.0       0.0        972.0      10.0              33.0
C61        c          12.0       24.0       13.0       320.0      560.0      10.0              15.0
C62        c          24.0       58.0       19.0       0.0        964.0      10.0              15.0
C63        c          27.0       69.0       10.0       0.0        955.0      10.0              12.0
C65        c          62.0       77.0       20.0       50.0       290.0      10.0              24.0
C66        c          49.0       73.0       25.0       0.0        949.0      10.0              20.0
C67        c          67.0       5.0        25.0       0.0        946.0      10.0              30.0
C68        c          56.0       39.0       36.0       0.0        968.0      10.0              28.0
C69        c          37.0       47.0       6.0        410.0      650.0      10.0              7.0
C70        c          37.0       56.0       5.0        0.0        968.0      10.0              4.0
C73        c          44.0       17.0       9.0        729.0      969.0      10.0              10.0
C75        c          49.0       11.0       18.0       0.0        962.0      10.0              21.0
C76        c          49.0       42.0       13.0       0.0        974.0      10.0              10.0
C77        c          53.0       43.0       14.0       35.0       275.0      10.0              16.0
C78        c          61.0       52.0       3.0        0.0        958.0      10.0              2.0
C79        c          57.0       48.0       23.0       26.0       266.0      10.0              27.0
C80        c          56.0       37.0       6.0        0.0        968.0      10.0              4.0
C82        c          15.0       47.0       16.0       0.0        966.0      10.0              12.0
C83        c          14.0       37.0       11.0       0.0        968.0      10.0              13.0
C84        c          11.0       31.0       7.0        0.0        965.0      10.0              5.0
C85        c          16.0       22.0       41.0       0.0        966.0      10.0              49.0
C87        c          28.0       18.0       26.0       429.0      669.0      10.0              31.0
C88        c          26.0       52.0       9.0        271.0      511.0      10.0              7.0
C89        c          26.0       35.0       15.0       506.0      746.0      10.0              18.0
C90        c          31.0       67.0       3.0        464.0      704.0      10.0              2.0
C91        c          15.0       19.0       1.0        0.0        964.0      10.0              1.0
C93        c          18.0       24.0       22.0       0.0        969.0      10.0              26.0
C94        c          26.0       27.0       27.0       0.0        977.0      10.0              21.0
C95        c          25.0       24.0       20.0       0.0        975.0      10.0              24.0
C97        c          25.0       21.0       12.0       0.0        972.0      10.0              14.0
C98        c          19.0       21.0       10.0       0.0        968.0      10.0              8.0
C100       c          18.0       18.0       17.0       0.0        965.0      10.0              13.0
Q Vehicle fuel tank capacity /218.03/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.14/
v average Velocity /1.0/
