StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	960.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	960.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	960.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	960.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	960.00	0.00	0.00
S5	f	32.00	80.00	0.00	0.00	960.00	0.00	0.00
S7	f	23.00	80.00	0.00	0.00	960.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	960.00	0.00	0.00
S11	f	13.00	31.00	0.00	0.00	960.00	0.00	0.00
S12	f	-5.00	38.00	0.00	0.00	960.00	0.00	0.00
S13	f	26.00	37.00	0.00	0.00	960.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	960.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	960.00	0.00	0.00
S18	f	73.00	23.00	0.00	0.00	960.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	960.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	960.00	0.00	0.00
C1         c          25.0       85.0       20.0       254.0      466.0      10.0              24.0
C2         c          22.0       75.0       30.0       31.0       494.0      10.0              24.0
C3         c          22.0       85.0       10.0       48.0       748.0      10.0              12.0
C7         c          15.0       75.0       20.0       95.0       283.0      10.0              24.0
C8         c          15.0       80.0       10.0       316.0      684.0      10.0              8.0
C9         c          10.0       35.0       20.0       475.0      916.0      10.0              24.0
C11        c          8.0        40.0       40.0       284.0      638.0      10.0              48.0
C12        c          8.0        45.0       20.0       711.0      917.0      10.0              16.0
C13        c          5.0        35.0       10.0       39.0       393.0      10.0              12.0
C14        c          5.0        45.0       10.0       61.0       455.0      10.0              8.0
C15        c          2.0        40.0       20.0       648.0      910.0      10.0              24.0
C17        c          0.0        45.0       20.0       93.0       379.0      10.0              24.0
C18        c          44.0       5.0        20.0       590.0      904.0      10.0              16.0
C19        c          42.0       10.0       40.0       41.0       432.0      10.0              48.0
C20        c          42.0       15.0       10.0       153.0      383.0      10.0              8.0
C21        c          40.0       5.0        10.0       355.0      809.0      10.0              12.0
C24        c          38.0       15.0       10.0       64.0       378.0      10.0              8.0
C25        c          35.0       5.0        20.0       46.0       370.0      10.0              24.0
C29        c          90.0       35.0       10.0       401.0      721.0      10.0              12.0
C31        c          88.0       35.0       20.0       151.0      899.0      10.0              24.0
C32        c          87.0       30.0       10.0       52.0       403.0      10.0              8.0
C34        c          85.0       35.0       30.0       48.0       435.0      10.0              24.0
C35        c          67.0       85.0       20.0       361.0      905.0      10.0              24.0
C36        c          65.0       85.0       40.0       392.0      762.0      10.0              32.0
C38        c          62.0       80.0       30.0       38.0       495.0      10.0              24.0
C39        c          60.0       80.0       10.0       415.0      913.0      10.0              12.0
C40        c          60.0       85.0       30.0       443.0      701.0      10.0              24.0
C43        c          55.0       85.0       20.0       39.0       620.0      10.0              24.0
C45        c          20.0       82.0       10.0       318.0      912.0      10.0              12.0
C46        c          18.0       80.0       10.0       498.0      912.0      10.0              8.0
C47        c          2.0        45.0       10.0       95.0       543.0      10.0              12.0
C48        c          42.0       5.0        10.0       46.0       474.0      10.0              8.0
C49        c          42.0       12.0       10.0       87.0       449.0      10.0              12.0
C51        c          55.0       20.0       19.0       346.0      738.0      10.0              22.0
C52        c          25.0       30.0       3.0        360.0      866.0      10.0              2.0
C53        c          20.0       50.0       5.0        136.0      518.0      10.0              6.0
C55        c          30.0       60.0       16.0       379.0      935.0      10.0              19.0
C56        c          50.0       35.0       19.0       19.0       499.0      10.0              15.0
C58        c          15.0       10.0       20.0       334.0      672.0      10.0              16.0
C59        c          10.0       20.0       19.0       536.0      894.0      10.0              22.0
C60        c          15.0       60.0       17.0       27.0       429.0      10.0              13.0
C61        c          45.0       65.0       9.0        175.0      934.0      10.0              10.0
C62        c          65.0       35.0       3.0        30.0       396.0      10.0              2.0
C63        c          65.0       20.0       6.0        111.0      641.0      10.0              7.0
C65        c          35.0       40.0       16.0       12.0       292.0      10.0              19.0
C66        c          41.0       37.0       16.0       409.0      879.0      10.0              12.0
C67        c          64.0       42.0       9.0        26.0       415.0      10.0              10.0
C68        c          40.0       60.0       21.0       479.0      940.0      10.0              16.0
C70        c          35.0       69.0       23.0       326.0      590.0      10.0              18.0
C71        c          65.0       55.0       14.0       707.0      924.0      10.0              16.0
C72        c          63.0       65.0       8.0        161.0      621.0      10.0              6.0
C73        c          2.0        60.0       5.0        248.0      452.0      10.0              6.0
C74        c          20.0       20.0       8.0        661.0      913.0      10.0              6.0
C75        c          5.0        5.0        16.0       311.0      577.0      10.0              19.0
C76        c          60.0       12.0       31.0       43.0       429.0      10.0              24.0
C77        c          23.0       3.0        7.0        50.0       471.0      10.0              8.0
C78        c          8.0        56.0       27.0       118.0      706.0      10.0              21.0
C80        c          47.0       47.0       13.0       150.0      668.0      10.0              10.0
C81        c          49.0       58.0       10.0       627.0      937.0      10.0              12.0
C82        c          27.0       43.0       9.0        423.0      715.0      10.0              7.0
C83        c          37.0       31.0       14.0       294.0      692.0      10.0              16.0
C86        c          21.0       24.0       28.0       358.0      508.0      10.0              22.0
C87        c          12.0       24.0       13.0       427.0      455.0      10.0              15.0
C88        c          24.0       58.0       19.0       395.0      847.0      10.0              15.0
C89        c          67.0       5.0        25.0       437.0      897.0      10.0              30.0
C90        c          37.0       47.0       6.0        5.0        290.0      10.0              4.0
C91        c          49.0       42.0       13.0       254.0      744.0      10.0              15.0
C95        c          56.0       37.0       6.0        327.0      851.0      10.0              7.0
C96        c          55.0       54.0       26.0       254.0      420.0      10.0              20.0
C100       c          31.0       67.0       3.0        528.0      528.0      10.0              2.0
Q Vehicle fuel tank capacity /212.23/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.14/
v average Velocity /1.0/
