StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S0	f	40.00	50.00	0.00	0.00	3390.00	0.00	0.00
S2	f	90.00	55.00	0.00	0.00	3390.00	0.00	0.00
S3	f	55.00	79.00	0.00	0.00	3390.00	0.00	0.00
S4	f	69.00	89.00	0.00	0.00	3390.00	0.00	0.00
S5	f	32.00	80.00	0.00	0.00	3390.00	0.00	0.00
S6	f	39.00	96.00	0.00	0.00	3390.00	0.00	0.00
S9	f	18.00	58.00	0.00	0.00	3390.00	0.00	0.00
S10	f	1.00	56.00	0.00	0.00	3390.00	0.00	0.00
S11	f	13.00	31.00	0.00	0.00	3390.00	0.00	0.00
S14	f	28.00	13.00	0.00	0.00	3390.00	0.00	0.00
S15	f	39.00	31.00	0.00	0.00	3390.00	0.00	0.00
S16	f	48.00	11.00	0.00	0.00	3390.00	0.00	0.00
S17	f	59.00	17.00	0.00	0.00	3390.00	0.00	0.00
S19	f	74.00	32.00	0.00	0.00	3390.00	0.00	0.00
S20	f	90.00	44.00	0.00	0.00	3390.00	0.00	0.00
C2         c          45.0       70.0       30.0       1004.0     1324.0     90.0              24.0
C4         c          60.0       66.0       10.0       26.0       346.0      90.0              8.0
C5         c          42.0       65.0       10.0       1192.0     1512.0     90.0              12.0
C6         c          16.0       42.0       20.0       2464.0     2784.0     90.0              16.0
C7         c          58.0       70.0       20.0       144.0      464.0      90.0              24.0
C8         c          34.0       60.0       20.0       12.0       332.0      90.0              16.0
C10        c          35.0       66.0       10.0       17.0       337.0      90.0              8.0
C11        c          35.0       69.0       10.0       41.0       361.0      90.0              12.0
C13        c          22.0       75.0       30.0       236.0      556.0      90.0              36.0
C15        c          20.0       80.0       40.0       331.0      651.0      90.0              48.0
C16        c          20.0       85.0       40.0       613.0      933.0      90.0              32.0
C17        c          18.0       75.0       20.0       898.0      1218.0     90.0              24.0
C18        c          15.0       75.0       20.0       805.0      1125.0     90.0              16.0
C19        c          15.0       80.0       10.0       710.0      1030.0     90.0              12.0
C20        c          30.0       50.0       10.0       2940.0     3260.0     90.0              8.0
C21        c          30.0       56.0       20.0       2968.0     3288.0     90.0              24.0
C22        c          28.0       52.0       20.0       2967.0     3287.0     90.0              16.0
C24        c          25.0       50.0       10.0       2845.0     3165.0     90.0              8.0
C25        c          22.0       66.0       40.0       998.0      1318.0     90.0              48.0
C26        c          8.0        62.0       10.0       1194.0     1514.0     90.0              8.0
C27        c          23.0       52.0       10.0       2752.0     3072.0     90.0              12.0
C31        c          10.0       35.0       20.0       2180.0     2500.0     90.0              24.0
C32        c          10.0       40.0       30.0       2367.0     2687.0     90.0              24.0
C33        c          8.0        40.0       40.0       2275.0     2595.0     90.0              48.0
C35        c          5.0        35.0       10.0       2085.0     2405.0     90.0              12.0
C36        c          5.0        45.0       10.0       1707.0     2027.0     90.0              8.0
C37        c          2.0        40.0       20.0       1989.0     2309.0     90.0              24.0
C38        c          0.0        40.0       30.0       1897.0     2217.0     90.0              24.0
C40        c          36.0       18.0       10.0       888.0      1208.0     90.0              8.0
C43        c          33.0       35.0       10.0       17.0       337.0      90.0              12.0
C44        c          32.0       20.0       10.0       794.0      1114.0     90.0              8.0
C45        c          30.0       30.0       10.0       602.0      922.0      90.0              12.0
C46        c          34.0       25.0       30.0       698.0      1018.0     90.0              24.0
C47        c          30.0       35.0       10.0       227.0      547.0      90.0              12.0
C48        c          36.0       40.0       10.0       11.0       331.0      90.0              8.0
C50        c          26.0       32.0       10.0       415.0      735.0      90.0              8.0
C51        c          25.0       30.0       10.0       507.0      827.0      90.0              12.0
C52        c          25.0       35.0       10.0       322.0      642.0      90.0              8.0
C53        c          44.0       5.0        20.0       1591.0     1911.0     90.0              24.0
C54        c          42.0       10.0       40.0       1686.0     2006.0     90.0              32.0
C55        c          42.0       15.0       10.0       1781.0     2101.0     90.0              12.0
C58        c          38.0       5.0        30.0       1405.0     1725.0     90.0              24.0
C59        c          38.0       10.0       10.0       1216.0     1536.0     90.0              12.0
C60        c          35.0       5.0        20.0       1312.0     1632.0     90.0              16.0
C61        c          50.0       30.0       10.0       2259.0     2579.0     90.0              12.0
C63        c          50.0       40.0       50.0       1830.0     2150.0     90.0              60.0
C65        c          44.0       25.0       10.0       1976.0     2296.0     90.0              12.0
C66        c          47.0       35.0       10.0       2633.0     2953.0     90.0              8.0
C67        c          47.0       40.0       10.0       1923.0     2243.0     90.0              12.0
C68        c          42.0       30.0       10.0       2071.0     2391.0     90.0              8.0
C69        c          45.0       35.0       10.0       2725.0     3045.0     90.0              12.0
C71        c          95.0       35.0       20.0       860.0      1180.0     90.0              24.0
C72        c          53.0       30.0       10.0       2352.0     2672.0     90.0              8.0
C73        c          92.0       30.0       10.0       1048.0     1368.0     90.0              12.0
C74        c          53.0       35.0       50.0       2447.0     2767.0     90.0              40.0
C76        c          90.0       35.0       10.0       765.0      1085.0     90.0              8.0
C77        c          72.0       45.0       10.0       1534.0     1854.0     90.0              12.0
C79        c          87.0       30.0       10.0       1242.0     1562.0     90.0              12.0
C80        c          85.0       25.0       10.0       1147.0     1467.0     90.0              8.0
C81        c          85.0       35.0       30.0       1337.0     1657.0     90.0              36.0
C82        c          75.0       55.0       20.0       428.0      748.0      90.0              16.0
C84        c          70.0       58.0       20.0       241.0      561.0      90.0              16.0
C86        c          66.0       55.0       10.0       146.0      466.0      90.0              8.0
C87        c          64.0       46.0       20.0       1632.0     1952.0     90.0              24.0
C91        c          60.0       60.0       10.0       23.0       343.0      90.0              12.0
C94        c          65.0       82.0       10.0       429.0      749.0      90.0              8.0
C95        c          62.0       80.0       30.0       336.0      656.0      90.0              36.0
C96        c          62.0       40.0       10.0       1728.0     2048.0     90.0              8.0
C98        c          58.0       75.0       20.0       239.0      559.0      90.0              16.0
C99        c          55.0       80.0       10.0       810.0      1130.0     90.0              12.0
Q Vehicle fuel tank capacity /117.78/
C Vehicle load capacity /700.0/
r fuel consumption rate /1.0/
g inverse refueling rate /2.29/
