StringID	Type	x	y	demand	ReadyTime	DueDate	ServiceTime	pickup
D0	d	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S0	f	35.00	35.00	0.00	0.00	1000.00	0.00	0.00
S1	f	61.00	37.00	0.00	0.00	1000.00	0.00	0.00
S3	f	47.00	57.00	0.00	0.00	1000.00	0.00	0.00
S4	f	57.00	65.00	0.00	0.00	1000.00	0.00	0.00
S5	f	29.00	59.00	0.00	0.00	1000.00	0.00	0.00
S6	f	34.00	71.00	0.00	0.00	1000.00	0.00	0.00
S9	f	18.00	41.00	0.00	0.00	1000.00	0.00	0.00
S10	f	5.00	39.00	0.00	0.00	1000.00	0.00	0.00
S11	f	14.00	20.00	0.00	0.00	1000.00	0.00	0.00
S12	f	0.00	26.00	0.00	0.00	1000.00	0.00	0.00
S13	f	24.00	25.00	0.00	0.00	1000.00	0.00	0.00
S14	f	26.00	6.00	0.00	0.00	1000.00	0.00	0.00
S16	f	41.00	5.00	0.00	0.00	1000.00	0.00	0.00
S17	f	50.00	9.00	0.00	0.00	1000.00	0.00	0.00
S19	f	62.00	21.00	0.00	0.00	1000.00	0.00	0.00
C1         c          41.0       49.0       10.0       16.0       426.0      10.0              12.0
C4         c          55.0       20.0       19.0       568.0      965.0      10.0              15.0
C6         c          25.0       30.0       3.0        368.0      896.0      10.0              2.0
C8         c          10.0       43.0       9.0        27.0       505.0      10.0              7.0
C9         c          55.0       60.0       16.0       374.0      884.0      10.0              19.0
C10        c          30.0       60.0       16.0       415.0      861.0      10.0              12.0
C11        c          20.0       65.0       12.0       484.0      956.0      10.0              14.0
C12        c          50.0       35.0       19.0       568.0      975.0      10.0              15.0
C14        c          15.0       10.0       20.0       33.0       522.0      10.0              16.0
C15        c          30.0       5.0        8.0        527.0      959.0      10.0              9.0
C18        c          20.0       40.0       12.0       231.0      685.0      10.0              9.0
C19        c          15.0       60.0       17.0       54.0       542.0      10.0              20.0
C20        c          45.0       65.0       9.0        515.0      933.0      10.0              7.0
C21        c          45.0       20.0       11.0       19.0       535.0      10.0              13.0
C22        c          45.0       10.0       18.0       490.0      963.0      10.0              14.0
C24        c          65.0       35.0       3.0        506.0      960.0      10.0              2.0
C25        c          65.0       20.0       6.0        34.0       493.0      10.0              7.0
C27        c          35.0       40.0       16.0       102.0      674.0      10.0              19.0
C28        c          41.0       37.0       16.0       176.0      676.0      10.0              12.0
C29        c          64.0       42.0       9.0        503.0      960.0      10.0              10.0
C30        c          40.0       60.0       21.0       349.0      799.0      10.0              16.0
C32        c          35.0       69.0       23.0       252.0      722.0      10.0              18.0
C33        c          53.0       52.0       11.0       60.0       598.0      10.0              13.0
C34        c          65.0       55.0       14.0       37.0       523.0      10.0              11.0
C35        c          63.0       65.0       8.0        393.0      948.0      10.0              9.0
C36        c          2.0        60.0       5.0        469.0      948.0      10.0              4.0
C37        c          20.0       20.0       8.0        303.0      875.0      10.0              9.0
C39        c          60.0       12.0       31.0       95.0       629.0      10.0              37.0
C40        c          40.0       25.0       9.0        548.0      978.0      10.0              7.0
C41        c          42.0       7.0        5.0        473.0      961.0      10.0              6.0
C44        c          11.0       14.0       18.0       398.0      894.0      10.0              14.0
C45        c          6.0        38.0       16.0       383.0      960.0      10.0              19.0
C47        c          8.0        56.0       27.0       435.0      947.0      10.0              32.0
C48        c          13.0       52.0       36.0       236.0      740.0      10.0              28.0
C50        c          47.0       47.0       13.0       342.0      764.0      10.0              10.0
C52        c          27.0       43.0       9.0        43.0       581.0      10.0              7.0
C53        c          37.0       31.0       14.0       210.0      694.0      10.0              16.0
C55        c          63.0       23.0       2.0        225.0      785.0      10.0              2.0
C56        c          53.0       12.0       6.0        433.0      960.0      10.0              4.0
C59        c          21.0       24.0       28.0       18.0       492.0      10.0              33.0
C61        c          12.0       24.0       13.0       116.0      764.0      10.0              15.0
C62        c          24.0       58.0       19.0       487.0      964.0      10.0              15.0
C63        c          27.0       69.0       10.0       406.0      955.0      10.0              12.0
C64        c          15.0       77.0       9.0        503.0      943.0      10.0              7.0
C65        c          62.0       77.0       20.0       50.0       489.0      10.0              24.0
C69        c          37.0       47.0       6.0        291.0      769.0      10.0              7.0
C70        c          37.0       56.0       5.0        22.0       454.0      10.0              4.0
C72        c          47.0       16.0       25.0       23.0       541.0      10.0              20.0
C73        c          44.0       17.0       9.0        563.0      969.0      10.0              10.0
C74        c          46.0       13.0       8.0        289.0      715.0      10.0              6.0
C76        c          49.0       42.0       13.0       43.0       529.0      10.0              10.0
C77        c          53.0       43.0       14.0       20.0       521.0      10.0              16.0
C78        c          61.0       52.0       3.0        32.0       606.0      10.0              2.0
C79        c          57.0       48.0       23.0       26.0       502.0      10.0              27.0
C80        c          56.0       37.0       6.0        22.0       566.0      10.0              4.0
C82        c          15.0       47.0       16.0       521.0      966.0      10.0              12.0
C83        c          14.0       37.0       11.0       366.0      856.0      10.0              13.0
C84        c          11.0       31.0       7.0        133.0      629.0      10.0              5.0
C85        c          16.0       22.0       41.0       350.0      946.0      10.0              49.0
C86        c          4.0        18.0       35.0       572.0      954.0      10.0              28.0
C87        c          28.0       18.0       26.0       385.0      713.0      10.0              31.0
C90        c          31.0       67.0       3.0        363.0      805.0      10.0              2.0
C91        c          15.0       19.0       1.0        275.0      805.0      10.0              1.0
C92        c          22.0       22.0       2.0        27.0       595.0      10.0              1.0
C93        c          18.0       24.0       22.0       405.0      803.0      10.0              26.0
C94        c          26.0       27.0       27.0       363.0      813.0      10.0              21.0
C97        c          25.0       21.0       12.0       409.0      793.0      10.0              14.0
C98        c          19.0       21.0       10.0       251.0      715.0      10.0              8.0
C99        c          20.0       26.0       9.0        18.0       439.0      10.0              10.0
C100       c          18.0       18.0       17.0       25.0       338.0      10.0              13.0
Q Vehicle fuel tank capacity /265.71/
C Vehicle load capacity /1000.0/
r fuel consumption rate /1.0/
g inverse refueling rate /0.11/
v average Velocity /1.0/
